name,price,capacity,price_per_gb,type,cache,form_factor,interface
ADATA Swordfish,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SanDisk Ultra,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Acer Predator GM3500,,1000.0,,SSD,1024.0,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NE-2280,,256.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
MSI SPATIUM M570 HS,,1000.0,,SSD,2048.0,M.2-2280,M.2 PCIe 5.0 X4
Toshiba MD07ACA,,14.0,,7200,256.0,3.5,SATA 6.0 Gb/s
Kingston NV3,1541.2,1000.0,0.077,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Toshiba MG07ACA12TE,5980.0,12000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,5429.0,10000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
Silicon Power A55,319.8,128.0,,SSD,,M.2-2280,M.2 SATA
Integral V Series 2,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Vulcan Z,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel DC P3600,7040.0,400.0,0.88,SSD,,PCIe,PCIe x4
Western Digital WDBSLA0010HNC-NRSN,799.8,1000.0,0.04,7200,,3.5,SATA 6.0 Gb/s
Intel D3-S4510,27900.0,7680.0,0.182,SSD,,2.5,SATA 6.0 Gb/s
Western Digital WD_BLACK SN850P for PS5,6999.8,4000.0,0.087,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital VelociRaptor,1571.2,500.0,0.157,10000,64.0,3.5,SATA 6.0 Gb/s
Western Digital Black SN750,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel Optane 900P,,480.0,,SSD,,PCIe,PCIe x4
Western Digital Purple Pro,5880.0,12000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
FanXiang S101,439.79,256.0,0.086,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,1780.0,80.0,1.113,5400,8.0,2.5,SATA 1.5 Gb/s
PNY XLR8 CS3040,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Blue,1580.0,750.0,0.105,7200,32.0,3.5,SATA 6.0 Gb/s
Kingston SSDNow V100,,256.0,,SSD,,2.5,SATA 3.0 Gb/s
Seagate Constellation ES,808.0,1000.0,0.04,7200,64.0,3.5,SATA 6.0 Gb/s
Hitachi Travelstar 7K1000,,1000.0,,7200,32.0,2.5,SATA 6.0 Gb/s
SanDisk Ultra 3D,1599.8,250.0,0.32,SSD,,2.5,SATA 6.0 Gb/s
Inland Professional,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
Gigabyte AORUS RGB,,512.0,,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
HP S700,,1000.0,,SSD,,2.5,SATA 6.0 Gb/s
Oyen Digital E18-8TBICS6,16580.0,8000.0,0.104,SSD,,M.2-2280,M.2 PCIe 4.0 X4
AGI AI818,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Mushkin Vortex Redline,3399.8,2000.0,0.085,SSD,1024.0,M.2-2280,M.2 PCIe 4.0 X4
Lexar NM1090 w/ Heatsink,,1000.0,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
ADATA LEGEND 850 LITE,2419.79,2000.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 530,2195.0,500.0,0.22,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston KC600,687.0,256.0,0.134,SSD,,2.5,SATA 6.0 Gb/s
Intel D3-S4520,21600.0,7680.0,0.141,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X24,6019.8,12000.0,,7200,512.0,3.5,SATA 6.0 Gb/s
Micron 1100,5980.0,2000.0,0.149,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte GP-GSM2NE3128GNTD,,128.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Integral V Series 2,533.2,240.0,0.111,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,3351.39,3000.0,0.056,5400,256.0,3.5,SATA 6.0 Gb/s
XOC G300,755.8,512.0,0.074,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG SPECTRIX S40G RGB,,4000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power XS70,8536.0,4000.0,0.107,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WDBSLA0040HNC-NRSN,2380.0,4000.0,0.03,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red,2540.0,2000.0,0.064,5400,256.0,3.5,SATA 6.0 Gb/s
Intenso High Performance,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen4,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA LEGEND 850 LITE,999.8,500.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Blue,1974.4,1000.0,0.099,7200,32.0,3.5,SATA 6.0 Gb/s
Western Digital Green,2130.6,240.0,0.444,SSD,,M.2-2280,M.2 SATA
Seagate SkyHawk,,1000.0,,5900,64.0,3.5,SATA 6.0 Gb/s
ADATA XPG SX8100,1697.4,512.0,0.166,SSD,,M.2-2280,M.2 PCIe 3.0 X4
MSI SPATIUM M480,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte AORUS Gen4 5000E,,500.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Blue,1512.0,250.0,0.302,7200,8.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Black,3110.8,500.0,0.311,7200,32.0,3.5,SATA 6.0 Gb/s
Samsung 840 Pro,,64.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Momentus,,1000.0,,5400,8.0,2.5,SATA 6.0 Gb/s
Silicon Power Slim S55,513.4,240.0,0.107,SSD,,2.5,SATA 6.0 Gb/s
Intel 600p,,256.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG SX6000,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
Crucial MX500,,250.0,,SSD,,M.2-2280,M.2 SATA
Intel Optane 905P,,960.0,,SSD,,PCIe,PCIe x4
Seagate SkyHawk Surveillance,,12000.0,,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda 510,,500.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung PM871b,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,,18000.0,,7200,,3.5,SATA 6.0 Gb/s
Toshiba MQ01ABD050V,,500.0,,5400,,2.5,SATA 6.0 Gb/s
Netac NV7000,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital PC SN740 Pyrite,,256.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Orico Y-20,4199.8,4000.0,0.052,SSD,,2.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,5495.0,10000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
MSI SPATIUM M371,,2000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Purple,1500.0,2000.0,0.037,5400,64.0,3.5,SATA 6.0 Gb/s
Lexar NM990,,4000.0,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Transcend TS64GSSD370S,999.8,64.0,0.781,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Helix-L,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 530 w/Heatsink,10019.79,4000.0,0.125,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 530 w/Heatsink,1999.8,500.0,0.2,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP QX,659.8,512.0,0.064,SSD,,2.5,SATA 6.0 Gb/s
Lexar NS100,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP600,,500.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Green,2120.0,1000.0,0.106,5400,32.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,,500.0,,7200,16.0,3.5,SATA 3.0 Gb/s
PNY CS1311,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel 760p,2571.8,512.0,0.251,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA Ultimate SU750,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Inland 2TB NVME PREMIUM,,2000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Cardea Zero Z330,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KIOXIA EXCERIA,,250.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba XG6,,256.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NQ100,1379.6,960.0,0.072,SSD,,2.5,SATA 6.0 Gb/s
ADATA LEGEND 700 GOLD,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KIOXIA BG5,,512.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP44S,1399.8,1000.0,0.07,SSD,,M.2-2230,M.2 PCIe 4.0 X4
KIOXIA EXCERIA w/Heatsink,2419.79,2000.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,1299.8,2000.0,0.032,5400,64.0,3.5,SATA 6.0 Gb/s
Lexar Professional NM800PRO,2899.8,2000.0,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MG09 512e,6339.8,16000.0,0.02,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital WDS100T1XHE w/Heatsink,2790.0,1000.0,0.139,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS1311,638.2,120.0,0.266,SSD,,2.5,SATA 6.0 Gb/s
Intel 320,1419.4,40.0,1.774,SSD,,2.5,SATA 3.0 Gb/s
Western Digital RE,1149.8,1000.0,0.057,7200,64.0,3.5,SATA 6.0 Gb/s
Apacer AS2280Q4,2269.79,1000.0,0.113,SSD,,M.2-2280,M.2 PCIe 4.0 X4
FanXiang S770,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Inland Gaming Performance Plus,2799.8,2000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Integral M3 Series Plus,,500.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Biwin Black Opal X570 Pro,,4000.0,,SSD,4096.0,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Blue,3170.0,6000.0,0.026,5400,64.0,3.5,SATA 6.0 Gb/s
Patriot P300,2146.39,1000.0,0.107,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung PM893,10000.0,3840.0,0.13,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K4000,,4000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red,6689.0,10000.0,0.033,5400,256.0,3.5,SATA 6.0 Gb/s
Kingston KC2500,,2000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 PRO,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
AGI AI298,1524.6,1000.0,0.076,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Scorpio Blue,,500.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint F2 EG,,1000.0,,5400,32.0,3.5,SATA 3.0 Gb/s
Western Digital Black,3779.8,4000.0,0.047,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate ST3000DM002,,3000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Corsair Force MP500,,480.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda,2919.8,4000.0,0.036,5900,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red,,4000.0,,5400,64.0,3.5,SATA 6.0 Gb/s
Intel 545s,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Micron 2200,,256.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA Falcon,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Inland Platinum,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Netac NV5000,,500.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar NM700,,1000.0,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba X300 Pro,6488.8,16000.0,0.02,7200,512.0,3.5,SATA 6.0 Gb/s
ADATA Legend 960,,4000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Purple,1919.8,4000.0,0.024,5400,64.0,3.5,SATA 6.0 Gb/s
Lexar NQ700,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Hitachi Travelstar 5K1000,,1000.0,,5400,8.0,2.5,SATA 6.0 Gb/s
Intel DC P4511,,2000.0,,SSD,,M.2-22110,M.2 PCIe 3.0 X4
Inland Prime,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force GE PRO AirFlow,4379.8,2000.0,0.109,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Intel Optane 905P,,380.0,,SSD,,M.2-22110,M.2 PCIe 3.0 X4
Seagate FireCuda 510,7911.79,2000.0,0.198,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,2099.79,6000.0,0.017,5400,64.0,3.5,SATA 6.0 Gb/s
HP FX900 Pro,4078.8,2000.0,0.102,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Green,1939.4,2000.0,0.048,5400,64.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,1755.2,1000.0,0.088,7200,32.0,3.5,SATA 3.0 Gb/s
Hitachi A7K2000,579.79,500.0,0.058,7200,32.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,1080.0,320.0,0.169,7200,16.0,3.5,SATA 6.0 Gb/s
Gigabyte AORUS,,512.0,,SSD,,PCIe,PCIe x4
Samsung PM883,1920.0,480.0,0.2,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Travelstar Z5K500,3000.0,500.0,0.3,5400,8.0,2.5,SATA 3.0 Gb/s
Intel 320,,600.0,,SSD,,2.5,SATA 3.0 Gb/s
Samsung 750 EVO,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Crucial MX300,,750.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,4991.6,3000.0,0.083,5400,128.0,2.5,SATA 6.0 Gb/s
ADATA XPG SX6000 Pro,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot VPN100,,512.0,,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG GAMMIX S5,,256.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Micron 1100,,512.0,,SSD,,M.2-2280,M.2 SATA
Samsung PM871b,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
Sabrent Rocket Q,9999.79,4000.0,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 120,,4000.0,,SSD,,2.5,SATA 6.0 Gb/s
Apacer AS2280P4,,256.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KingSpec XF,,512.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar NM760,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lenovo S4520,13199.8,1920.0,,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force GE PRO AirFlow,,8000.0,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Addlink S70,2128.8,2000.0,0.053,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate ST4000NM0024,2569.8,4000.0,0.032,7200,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA200E,2955.0,2000.0,0.074,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,2959.8,4000.0,0.037,7200,128.0,3.5,SATA 6.0 Gb/s
Silicon Power A55,519.4,256.0,0.101,SSD,,M.2-2280,M.2 SATA
Western Digital Black SN750 SE,,250.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY XLR8 CS3030,1039.59,250.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung PM893,3433.8,960.0,0.179,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Red,2900.0,3000.0,0.048,5400,256.0,3.5,SATA 6.0 Gb/s
ADATA XPG MARS 980 STORM,,2000.0,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Caviar Green,1699.8,2000.0,0.042,5400,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red,2495.8,1000.0,0.125,5400,16.0,2.5,SATA 6.0 Gb/s
Western Digital WD Blue,1199.8,500.0,0.12,SSD,,2.5,SATA 6.0 Gb/s
Western Digital RE4,,2000.0,,7200,64.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,2571.6,500.0,0.257,7200,32.0,3.5,SATA 3.0 Gb/s
Supermicro HDD-T4000-ST4000NM00,,4000.0,,7200,128.0,3.5,SATA 6.0 Gb/s
SanDisk Ultra II,,960.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate NAS HDD,,4000.0,,5400,64.0,3.5,SATA 6.0 Gb/s
Corsair Force LE,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Transcend SSD230S,599.79,128.0,0.234,SSD,,2.5,SATA 6.0 Gb/s
HP EX950,3479.8,2000.0,0.087,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Enterprise Capacity,2500.0,2000.0,0.062,7200,128.0,3.5,SATA 6.0 Gb/s
Silicon Power P34A80,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP GX2,1244.4,256.0,0.243,SSD,,2.5,SATA 6.0 Gb/s
HP EX900,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Transcend 220S,1853.6,1000.0,0.093,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda Q5,,2000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue,,1000.0,,SSD,,2.5,SATA 6.0 Gb/s
Leven JPS800,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot VP4000 Mini,919.8,500.0,0.092,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Toshiba MQ04ABD200,1499.8,2000.0,0.037,5400,128.0,2.5,SATA 6.0 Gb/s
Intel DC P4510,4620.0,2000.0,0.116,SSD,,2.5,U.2
PNY CS900,1523.0,1000.0,0.076,SSD,,M.2-2280,M.2 SATA
Seagate FireCuda,1305.0,500.0,0.131,,,2.5,SATA 6.0 Gb/s
Toshiba X300,5107.79,8000.0,0.032,7200,128.0,3.5,SATA 6.0 Gb/s
Sabrent Rocket,1399.6,512.0,0.137,SSD,,M.2-2242,M.2 PCIe 3.0 X4
ADATA LEGEND 840,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate SkyHawk Surveillance,4999.8,10000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
XOC SP900,1420.0,1000.0,0.071,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG SX6000 Pro,,256.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial BX500,1599.0,960.0,0.083,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP GX1,1590.4,480.0,0.166,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black SN750 Rev2,2314.0,500.0,0.231,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston A400,,480.0,,SSD,,M.2-2280,M.2 SATA
Hitachi Travelstar 7K1000,1190.4,1000.0,0.06,7200,,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,2520.0,750.0,0.168,7200,32.0,3.5,SATA 3.0 Gb/s
Kingston SSDNow V+100,,512.0,,SSD,,2.5,SATA 3.0 Gb/s
Intel 520,5400.0,120.0,2.25,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black,1300.0,750.0,0.087,7200,16.0,2.5,SATA 6.0 Gb/s
Asus ROG RAIDR,,240.0,,SSD,,PCIe,PCIe x4
Crucial MX200,5949.8,500.0,0.595,SSD,,2.5,SATA 6.0 Gb/s
ADATA Premier SP550,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Samsung PM863,,3840.0,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi HDS723020BLA642,,2000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
XPG GAMMIX S10,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black NVMe,,500.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
XPG SX6000 Lite,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
XPG SX6000 Lite,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MG06ACA10TE,,10000.0,,7200,256.0,3.5,SATA 6.0 Gb/s
Klevv CRAS C710,,256.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black SN750 Rev2,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 510,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
HP EX900 Plus,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba X300,,8000.0,,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba XG6,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM700,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital PC SN740 Pyrite,,512.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital PC SN740 Pyrite,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Nextorage G-Series LE,2799.8,2000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
GOODRAM IRDM PRO GEN 5,,4000.0,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital WD Red Pro,5389.8,12000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s
Transcend MTE245S,1227.2,1000.0,0.061,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda Pro,,6000.0,,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Purple Pro,5078.8,10000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba XG6,795.8,512.0,0.078,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NXM,379.79,128.0,0.148,SSD,,M.2-2242,M.2 PCIe 3.0 X4
Western Digital Red,3580.0,6000.0,0.03,5400,256.0,3.5,SATA 6.0 Gb/s
Western Digital Red Plus,3365.8,6000.0,0.028,5400,64.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,3999.8,6000.0,0.033,5400,256.0,3.5,SATA 6.0 Gb/s
Hitachi Deskstar 7K2000,1422.8,2000.0,0.036,7200,32.0,3.5,SATA 3.0 Gb/s
TEAMGROUP EX2,,2000.0,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba V300,,2000.0,,5700,,3.5,SATA 6.0 Gb/s
Sabrent Rocket 4 Plus G,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Acer SA100,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue,1879.6,500.0,0.188,SSD,,2.5,SATA 6.0 Gb/s
HP EX920,,256.0,,SSD,256.0,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket Q,1749.8,500.0,0.175,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung Spinpoint F1 DT,,320.0,,7200,16.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,,1500.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Samsung 840,,250.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V300,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Crucial M500,,960.0,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black2,4999.8,1000.0,0.25,,,2.5,SATA 6.0 Gb/s
Seagate ST1000DM004,,1000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Toshiba X300,,6000.0,,7200,128.0,3.5,SATA 6.0 Gb/s
SanDisk X400,,128.0,,SSD,,M.2-2280,M.2 SATA
Samsung SM961,,256.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Plextor M8Pe,,256.0,,SSD,512.0,PCIe,PCIe x4
Hitachi Ultrastar 7K4000,,3000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
PNY CS900,,960.0,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba P300,,2000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Intel 660p,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Transcend 110S,999.8,512.0,0.098,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda 120,,2000.0,,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen4 7000s,,2000.0,,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force Cardea A440 Pro,,4000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Netac NV2000,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Nextorage G-Series,,4000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Klevv CRAS C715,,512.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial P310,2999.8,2000.0,0.075,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Western Digital Purple Pro,7559.8,18000.0,0.021,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital WDBMMA0030HNC-NRSN,1399.6,3000.0,0.023,5400,64.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,8041.4,16000.0,0.025,7200,256.0,3.5,SAS 12.0 Gb/s
Western Digital Gold,5999.8,14000.0,0.021,7200,512.0,3.5,SATA 6.0 Gb/s
Nextorage G-Series,15999.8,8000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Integral MO-300,599.0,256.0,0.117,SSD,,mSATA,mSATA
Toshiba MG07ACA14TE,5980.0,14000.0,0.021,7200,256.0,3.5,SATA 6.0 Gb/s
Netac NV3000,,2000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Integral V Series 2,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Verbatim Vi7000G,2109.79,1000.0,0.105,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Blue,2262.4,1000.0,0.113,7200,32.0,3.5,SATA 3.0 Gb/s
Samsung PM893,5807.6,1920.0,0.151,SSD,,2.5,SATA 6.0 Gb/s
Seagate Game Drive,2609.6,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Verbatim Vi5000,1649.8,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Transcend SSD230S,1630.0,1000.0,0.082,SSD,,2.5,SATA 6.0 Gb/s
Seagate EE25.2,,40.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital Black NVMe,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Vulcan,,500.0,,SSD,,2.5,SATA 6.0 Gb/s
Crucial P5,,250.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket Q4,,4000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
